hello;olá
You press the button and hear a click coming from the northern wall.;Você pressiona o botão e ouve um clique vindo da parede norte.
So you're going back to the Wizards' Tower?;Então você vai voltar para a Torre dos Feiticeiros?
5 Getting a bloated toad;5 Pegando um sapo inchado
We've got your back, [player name]. Now you show that dragon what for!;Nós protegemos você, [nome do jogador]. Agora você mostra a esse dragão para quê!
Hmm... that is an interesting problem. But I think there is a way to get you in.;Hmm... esse é um problema interessante. Mas acho que há uma maneira de você entrar.
Anything that upsets people really. I suspect some of the others here will have a few suggestions for you. Just keep an eye out for suitable opportunities.;Qualquer coisa que realmente perturbe as pessoas. Suspeito que alguns dos outros aqui terão algumas sugestões para você. Apenas fique atento às oportunidades adequadas.
Last night I got into a war o' words with another Cap'n, and he has vowed to sink my ship and put all of my crew to the sword.;Ontem à noite entrei em uma guerra de palavras com outro capitão, e ele jurou afundar meu navio e matar toda a minha tripulação na espada.
For raw bear meat;Para carne crua de urso
What tools do you need?;Quais ferramentas você precisa?
He seems to worry a lot about you.;Ele parece se preocupar muito com você.
11.2 Talking to King Roald again;11.2 Conversando com o Rei Roald novamente
Your enthusiasm is to be commended. Very well, if you feel you are already prepared then who am I to stop you.;Seu entusiasmo deve ser elogiado. Muito bem, se você sente que já está preparado, quem sou eu para impedi-lo.
Then I propose that [player name] be the one sent into the crystal. Anyone disagree?;Então proponho que [nome do jogador] seja aquele enviado para o cristal. Alguém discorda?
Hah! If that's the way you think, then you shall both die!;Hah! Se é assim que você pensa, então vocês dois morrerão!
Well I can't take you out until you are properly geared up.;Bem, não posso sair com você até que você esteja devidamente equipado.
Exchange All;Trocar tudo
You hand the empty vial to Safalaan who uses his blade to fill it with his own blood.;Você entrega o frasco vazio para Safalaan, que usa sua lâmina para enchê-lo com seu próprio sangue.
The Dwarf Captain gives you another toolkit.;O Capitão Anão lhe dá outro kit de ferramentas.
Oh, ok! I guess it's not that much further to Varrock!;Oh, OK! Acho que não é muito longe de Varrock!
3.37 Talking to the Local after defeating Khazard;3.37 Conversando com o Local depois de derrotar Khazard
How do people start gaining favour in Shayzien?;Como as pessoas começam a ganhar favores em Shayzien?
You're back. Do you have everything needed yet?;Você está de volta. Você já tem tudo o que precisa?
This page was last modified on 10 March 2023, at 16;Esta página foi modificada pela última vez em 10 de março de 2023, às 16h.
Oh... okay then, but just the one.;Ah... ok então, mas só esse.
It's okay, I don't need any help.;Está tudo bem, não preciso de ajuda.
What? I never said you had to bother trying to do that, you just have to pretend like you might.;O que? Eu nunca disse que você tinha que se preocupar em tentar fazer isso, você só tinha que fingir que poderia.
Downstairs you can find Madam Sikaro. Though she's on the wrong path, perhaps she could assist you.;Lá embaixo você pode encontrar Madame Sikaro. Embora ela esteja no caminho errado, talvez ela possa ajudá-lo.
That was lovely. I'm touched!;Isso foi adorável. Estou emocionado!
I never...;Eu nunca...
Dumpling? I suppose it looks a little bit like a dumpling...;Bolinho de massa? Acho que parece um pouco com um bolinho...
Have you got any symbols of your god?;Você tem algum símbolo do seu deus?
Boil!;Ferver!
8.2 Talking to Princess Astrid when Prince Brand is the heir;8.2 Conversando com a Princesa Astrid quando o Príncipe Brand é o herdeiro
I'm not really much of a traveller, sorry.;Não sou muito de viajar, desculpe.
You climb the stairs.;Você sobe as escadas.
What did I do to deserve this?;O que eu fiz para merecer isso?
A nice family of three, out for a little picnic a bit too close to the Salve.;Uma simpática família de três pessoas, saindo para um pequeno piquenique um pouco perto demais do Salve.
It's a fine day to be out in the garden isn't it?;Está um belo dia para estar no jardim, não é?
To the south of Mort'ton there's an old town known as Burgh de Rott. The place was abandoned but I hear some escapees from Meiyerditch have made their home there.;Ao sul de Mort'ton há uma cidade antiga conhecida como Burgh de Rott. O lugar estava abandonado, mas ouvi dizer que alguns fugitivos de Meiyerditch moraram lá.
(Grand Exchange collection interface opens.);(A interface de coleta do Mercado Geral é aberta.)
Then come back to me when you do.;Então volte para mim quando o fizer.
No. You need to tell your companions about Safalaan's decision. Now, get going.;Não. Você precisa contar aos seus companheiros sobre a decisão de Safalaan. Agora, vá em frente.
You take the barrel, it's not that heavy, just awkward.;Você pega o cano, não é tão pesado, apenas estranho.
5.5.1 Talking to Felix again;5.5.1 Conversando com Félix novamente
Besides, let's be honest, if I die doing so, Khazard would probably be thrilled.;Além disso, sejamos honestos, se eu morrer fazendo isso, Khazard provavelmente ficaria emocionado.
Greetings, outerlander, I am Hamal. I am the chieftain of this tribe.;Saudações, estrangeiro, eu sou Hamal. Eu sou o chefe desta tribo.
Meiyerditch Laboratories;Laboratórios Meiyerditch
I can still remember the lesson on the importance of knowing your own abilities and having confidence in them and yourself.;Ainda me lembro da lição sobre a importância de conhecer suas próprias habilidades e ter confiança nelas e em si mesmo.
You pull the foot out of your backpack and show it to Sarah.;Você tira o pé da mochila e mostra para Sarah.
6 Upon defeating the two H.A.M. members;6 Upon defeating the two H.A.M. membros
I have received word from the digsite that the canal has been constructed, and the barge is awaiting some final touches.;Recebi a notícia do local de escavação de que o canal foi construído e a barcaça está aguardando os retoques finais.
I've not discussed it with him yet.;Ainda não discuti isso com ele.
'Ello matey!;'Olá amigo!
This page was last modified on 9 April 2023, at 21;Esta página foi modificada pela última vez em 9 de abril de 2023, às 21h.
You've done enough for now citizen. I'll be in touch if we require your assistance again. For now, here is payment for your time.;Você já fez o suficiente por agora, cidadão. Entrarei em contato se precisarmos de sua ajuda novamente. Por enquanto, aqui está o pagamento pelo seu tempo.
Is there another memory that could tell us more?;Existe outra memória que poderia nos dizer mais?
Okay, thank you all for joining us. In case you weren't aware, [player name] here has returned from the Grand Library with some news for us.;Ok, obrigado a todos por se juntarem a nós. Caso você não saiba, [nome do jogador] voltou da Grande Biblioteca com algumas novidades para nós.
Some day when your mind achieves enlightenment you will see the true beauty of his power.;Algum dia, quando sua mente atingir a iluminação, você verá a verdadeira beleza de seu poder.
So this is it, after everything that's happened, this is where it ends.;Então é isso, depois de tudo que aconteceu, é aqui que termina.
Flypaper;Papel Mosca
You enjoy it. It's what Hector would have wanted.;Você gosta disso. É o que Hector teria desejado.
Wonderful! Now we can prepare for the ceremony.;Maravilhoso! Agora podemos nos preparar para a cerimônia.
It was two days ago, on the 26th of Fentuary.;Foi há dois dias, no dia 26 de Fentuário.
I'm afraid I lost that key you gave me.;Receio ter perdido aquela chave que você me deu.
3.1.4 Talking to 'Currency' the Alchemist after entering the Tower;3.1.4 Conversando com 'Currency', o Alquimista, após entrar na Torre
I kept one of the keys. I gave the other two to other people for safe keeping.;Guardei uma das chaves. Dei os outros dois para outras pessoas para mantê-los em segurança.
Quest transcriptIcthlarin's Little HelperIncomplete transcripts;Transcrição da missãoAjudante de IcthlarinTranscrições incompletas
When that failed the Evil Chicken grew angry with its brethren and swore to kill any human or chicken that it ever encountered again!;Quando isso falhou, a Galinha Malvada ficou zangada com seus irmãos e jurou matar qualquer humano ou galinha que encontrasse novamente!
There are a lot of books on the bookcase, but one is noticibly larger than the others. The cover reads 'Senntisten Secrets by Lucius Theron'.;Há muitos livros na estante, mas um é visivelmente maior que os outros. A capa diz 'Segredos Senntisten de Lucius Theron'.
What should I do with them?;O que devo fazer com eles?
Magical orb (a);Orbe mágico (a)
But she's kidnapped you. Surely that makes her evil?;Mas ela sequestrou você. Certamente isso a torna má?
I'm a mighty hero!;Eu sou um herói poderoso!
You're back. How are things going?;Você está de volta. Como vão as coisas?
Repeated failure on mortgage repayments.;Falha repetida no pagamento de hipotecas.
Now we have no commander.;Agora não temos comandante.
If we want to help as many people as possible, we need to think bigger than that. The Drakan family, they are the real targets.;Se quisermos ajudar o maior número de pessoas possível, precisamos pensar maior do que isso. A família Drakan são os verdadeiros alvos.
Er... Hi.;Er... Olá.
It is a fairly rare ore. The only place I know to get it is under this cliff here, but it is guarded by a very powerful ice giant.;É um minério bastante raro. O único lugar que conheço para obtê-lo é sob este penhasco aqui, mas é guardado por um gigante de gelo muito poderoso.
About this wall...;Sobre esta parede...
6 Rogue's Purse;6 Bolsa do Ladino
Do you have any idea how to break the seals?;Você tem alguma ideia de como quebrar os selos?
A lot more might have died if you hadn't stopped Lord Iorwerth.;Muito mais pessoas poderiam ter morrido se você não tivesse impedido Lorde Iorwerth.
